X,Y,Z
5.0706870555877686,6.9877073764801025,0.0015000000130384996
5.09587622566531,6.8378048828580145,0.0015000000130384996
5.123992946291974,6.688618065494084,0.0015000000130384996
5.169968887501007,6.543746550276493,0.0015000000130384996
5.221766536850167,6.401231834259951,0.0015000000130384996
5.2869979089581625,6.263966267470279,0.0015000000130384996
5.360251386516175,6.131369765935082,0.0015000000130384996
5.444569656276011,6.005156300526913,0.0015000000130384996
5.535035949021569,5.883741558987786,0.0015000000130384996
5.636797334534092,5.771411093302495,0.0015000000130384996
5.7416874539594795,5.662255012202619,0.0015000000130384996
5.858313521524705,5.565682571429736,0.0015000000130384996
5.976634183661593,5.471628366943952,0.0015000000130384996
6.10492406987407,5.391263572134209,0.0015000000130384996
6.235108792435863,5.315181415196051,0.0015000000130384996
6.372463435573303,5.251470313825614,0.0015000000130384996
6.512047946543885,5.195225935249577,0.0015000000130384996
6.656639879311914,5.150616492130904,0.0015000000130384996
6.802722768030426,5.115153693861797,0.0015000000130384996
6.95208867209422,5.093342973485277,0.0015000000130384996
7.101644002920766,5.078039102839511,0.0015000000130384996
7.2531698743314905,5.070876869210099,0.0015000000130384996
7.404723169428247,5.062596101570299,0.0015000000130384996
7.556723743020722,5.062345755685316,0.0015000000130384996
7.708727723297738,5.062156573290007,0.0015000000130384996
7.860731703574754,5.061967390894698,0.0015000000130384996
8.012735683851771,5.061778208499389,0.0015000000130384996
8.164739664128787,5.06158902610408,0.0015000000130384996
8.316743644405804,5.061399843708771,0.0015000000130384996
8.46874762468282,5.061210661313462,0.0015000000130384996
8.620751604959835,5.0610214789181525,0.0015000000130384996
8.772755585236853,5.060832296522844,0.0015000000130384996
8.924759565513869,5.060643114127535,0.0015000000130384996
9.07676356409528,5.060422379210854,0.0015000000130384996
9.228767730608194,5.0602363055048425,0.0015000000130384996
9.380771969749638,5.060076061603022,0.0015000000130384996
9.532776208891082,5.059915817701201,0.0015000000130384996
9.684780448032527,5.0597555737993805,0.0015000000130384996
9.83678468717397,5.05959532989756,0.0015000000130384996
9.988788926315415,5.059435085995739,0.0015000000130384996
10.14079316545686,5.0592748420939175,0.0015000000130384996
10.292797404598304,5.059114598192098,0.0015000000130384996
10.444801643739748,5.058954354290276,0.0015000000130384996
10.596805882881192,5.0587941103884555,0.0015000000130384996
10.748810122022636,5.058633866486635,0.0015000000130384996
10.90081440776752,5.058479404687854,0.0015000000130384996
