X,Y,Vx,VY,Xref,Yref
1.5686,25.4506,0.0000,0.0000,-8.0705,4.3898
1.5686,25.4506,0.0000,-0.0005,-8.0111,4.0411
1.5686,25.4507,0.0000,-0.0005,-7.9436,3.6938
1.5686,25.4507,0.0000,-0.0005,-7.8434,3.3549
1.5686,25.4507,0.0000,-0.0005,-7.7228,3.0224
1.5686,25.4507,0.0000,-0.0005,-7.5825,2.6978
1.5686,25.4508,0.0000,-0.0005,-7.4143,2.3866
1.5687,25.4508,0.0000,-0.0005,-7.2344,2.0821
1.5687,25.4508,0.0000,-0.0005,-7.0253,1.7968
1.5687,25.4508,0.0000,-0.0005,-6.8084,1.5174
1.5687,25.4509,0.0000,-0.0005,-6.5651,1.2606
1.5687,25.4509,0.0000,-0.0005,-6.3110,1.0145
1.5687,25.4509,0.0000,-0.0005,-6.0392,0.7884
1.5687,25.4509,0.0000,-0.0005,-5.7610,0.5699
1.5687,25.4510,0.0000,-0.0005,-5.4752,0.3617
1.5687,25.4510,0.0000,-0.0005,-5.1780,0.1698
1.5688,25.4510,0.0000,-0.0005,-4.8775,-0.0169
1.5688,25.4510,0.0000,-0.0005,-4.5648,-0.1821
1.5688,25.4511,0.0000,-0.0005,-4.2501,-0.3438
1.5688,25.4511,0.0000,-0.0005,-3.9256,-0.4844
1.5688,25.4511,0.0000,-0.0005,-3.5981,-0.6182
1.5688,25.4511,0.0000,-0.0005,-3.2639,-0.7340
1.5688,25.4511,0.0000,-0.0005,-2.9254,-0.8367
1.5688,25.4512,0.0000,-0.0005,-2.5835,-0.9269
1.5688,25.4512,0.0000,-0.0005,-2.2367,-0.9969
1.5688,25.4512,0.0000,-0.0005,-1.8887,-1.0605
1.5689,25.4512,0.0000,-0.0005,-1.5369,-1.0967
1.5689,25.4513,0.0000,-0.0005,-1.1846,-1.1290
1.5689,25.4513,0.0000,-0.0005,-0.8311,-1.1397
1.5689,25.4513,0.0000,-0.0005,-0.4774,-1.1417
1.5689,25.4513,0.0000,-0.0005,-0.1236,-1.1436
1.5689,25.4514,0.0000,-0.0005,0.2301,-1.1456
1.5689,25.4514,0.0000,-0.0005,0.5839,-1.1476
1.5689,25.4514,0.0000,-0.0005,0.9376,-1.1492
1.5689,25.4514,0.0000,-0.0005,1.2913,-1.1505
1.5690,25.4514,0.0000,-0.0005,1.6451,-1.1519
1.5690,25.4515,0.0000,-0.0004,1.9988,-1.1533
1.5690,25.4515,0.0000,-0.0004,2.3526,-1.1547
1.5690,25.4515,0.0000,-0.0004,2.7063,-1.1557
1.5690,25.4515,0.0000,-0.0004,3.0601,-1.1566
1.5690,25.4516,0.0000,-0.0004,3.4138,-1.1575
1.5690,25.4516,0.0000,-0.0004,3.7676,-1.1583
1.5690,25.4516,0.0000,-0.0004,4.1213,-1.1592
1.5690,25.4516,0.0000,-0.0004,4.4750,-1.1598
1.5690,25.4516,0.0000,-0.0004,4.8288,-1.1602
1.5691,25.4517,0.0000,-0.0004,5.1825,-1.1607
1.5691,25.4517,0.0000,-0.0004,5.5363,-1.1611
1.5691,25.4517,0.0000,-0.0004,5.8900,-1.1616
1.5691,25.4517,0.0000,-0.0004,6.2438,-1.1618
1.5691,25.4517,0.0000,-0.0004,6.5975,-1.1619
1.5691,25.4518,0.0000,-0.0004,6.9513,-1.1620
1.5691,25.4518,0.0000,-0.0004,7.3050,-1.1621
1.5691,25.4518,0.0000,-0.0004,7.6588,-1.1622
1.5691,25.4518,0.0000,-0.0004,8.0125,-1.1622
1.5691,25.4518,0.0000,-0.0004,8.3663,-1.1621
1.5692,25.4519,0.0000,-0.0004,8.7200,-1.1620
1.5692,25.4519,0.0000,-0.0004,9.0737,-1.1618
1.5692,25.4519,0.0000,-0.0004,9.4275,-1.1617
1.5692,25.4519,0.0000,-0.0004,9.7812,-1.1614
1.5692,25.4520,0.0000,-0.0004,10.1350,-1.1612
1.5692,25.4520,0.0000,-0.0004,10.4887,-1.1609
1.5692,25.4520,0.0000,-0.0004,10.8425,-1.1606
1.5692,25.4520,0.0000,-0.0004,11.1962,-1.1603
1.5692,25.4520,0.0000,-0.0004,11.5500,-1.1600
1.5692,25.4521,0.0000,-0.0004,11.9037,-1.1597
1.5692,25.4521,0.0000,-0.0004,12.2575,-1.1593
1.5693,25.4521,0.0000,-0.0004,12.6112,-1.1590
1.5693,25.4521,0.0000,-0.0004,12.9650,-1.1586
1.5693,25.4521,0.0000,-0.0004,13.3187,-1.1583
1.5693,25.4522,0.0000,-0.0004,13.6724,-1.1580
