X,Y,Vx,VY,Xref,Yref
21.4202,14.5672,0.0000,-0.0007,10.1350,-1.1612
21.4202,14.5672,0.0000,-0.0007,10.4887,-1.1609
21.4202,14.5672,0.0000,-0.0007,10.8425,-1.1606
21.4203,14.5673,0.0000,-0.0007,11.1962,-1.1603
21.4203,14.5673,0.0000,-0.0007,11.5500,-1.1600
21.4203,14.5673,0.0000,-0.0007,11.9037,-1.1597
21.4203,14.5674,0.0000,-0.0007,12.2575,-1.1593
21.4203,14.5674,0.0000,-0.0007,12.6112,-1.1590
21.4204,14.5674,0.0000,-0.0007,12.9650,-1.1586
21.4204,14.5675,0.0000,-0.0007,13.3187,-1.1583
21.4204,14.5675,0.0000,-0.0007,13.6724,-1.1580
21.4204,14.5675,0.0000,-0.0007,14.0262,-1.1577
21.4204,14.5676,0.0000,-0.0007,14.3799,-1.1574
21.4204,14.5676,0.0000,-0.0007,14.7337,-1.1570
21.4205,14.5676,0.0000,-0.0007,15.0874,-1.1568
21.4205,14.5676,0.0000,-0.0007,15.4412,-1.1566
21.4205,14.5677,0.0000,-0.0008,15.7949,-1.1564
21.4205,14.5677,0.0000,-0.0008,16.1487,-1.1562
21.4205,14.5677,0.0000,-0.0008,16.5024,-1.1560
21.4206,14.5678,0.0000,-0.0008,16.8562,-1.1559
21.4206,14.5678,0.0000,-0.0008,17.2099,-1.1559
21.4206,14.5678,0.0000,-0.0008,17.5637,-1.1559
21.4206,14.5679,0.0000,-0.0008,17.9174,-1.1559
21.4206,14.5679,0.0000,-0.0008,18.2712,-1.1559
21.4207,14.5679,0.0000,-0.0008,18.6249,-1.1561
21.4207,14.5680,0.0000,-0.0008,18.9786,-1.1565
21.4207,14.5680,0.0000,-0.0008,19.3324,-1.1568
21.4207,14.5681,0.0000,-0.0008,19.6861,-1.1571
21.4207,14.5681,0.0000,-0.0008,20.0399,-1.1573
21.4207,14.5681,0.0000,-0.0008,20.3936,-1.1619
21.4208,14.5682,0.0000,-0.0008,20.7473,-1.1699
21.4208,14.5682,0.0000,-0.0008,21.1006,-1.1561
21.4208,14.5682,0.0000,-0.0008,21.4540,-1.1382
21.4208,14.5683,0.0000,-0.0008,21.8051,-1.0952
21.4208,14.5683,0.0000,-0.0008,22.1558,-1.0494
21.4209,14.5683,0.0000,-0.0008,22.5028,-0.9807
21.4209,14.5684,0.0000,-0.0008,22.8484,-0.9058
21.4209,14.5684,0.0000,-0.0008,23.1899,-0.8135
21.4209,14.5684,0.0000,-0.0008,23.5279,-0.7094
21.4209,14.5685,0.0000,-0.0008,23.8622,-0.5937
21.4210,14.5685,0.0000,-0.0008,24.1898,-0.4606
21.4210,14.5685,0.0000,-0.0008,24.5117,-0.3139
21.4210,14.5686,0.0000,-0.0008,24.8186,-0.1381
21.4210,14.5686,0.0000,-0.0008,25.1178,0.0505
21.4210,14.5686,0.0000,-0.0008,25.3997,0.2642
21.4211,14.5687,0.0000,-0.0008,25.6707,0.4914
21.4211,14.5687,0.0000,-0.0008,25.9231,0.7394
21.4211,14.5688,0.0000,-0.0008,26.1613,1.0007
21.4211,14.5688,0.0000,-0.0009,26.3810,1.2780
21.4212,14.5688,0.0000,-0.0009,26.5806,1.5698
21.4212,14.5689,0.0000,-0.0009,26.7628,1.8730
21.4212,14.5689,0.0000,-0.0009,26.9295,2.1850
21.4212,14.5689,0.0000,-0.0009,27.0752,2.5073
21.4212,14.5690,0.0000,-0.0009,27.2019,2.8376
21.4213,14.5690,0.0000,-0.0009,27.3135,3.1733
21.4213,14.5691,0.0000,-0.0009,27.4109,3.5133
21.4213,14.5691,0.0000,-0.0009,27.4949,3.8568
21.4213,14.5691,0.0000,-0.0009,27.5666,4.2032
21.4214,14.5692,0.0000,-0.0009,27.6243,4.5522
21.4214,14.5692,0.0000,-0.0009,27.6673,4.9033
21.4214,14.5692,0.0000,-0.0009,27.6962,5.2559
21.4214,14.5693,0.0000,-0.0009,27.7106,5.6093
21.4214,14.5693,0.0000,-0.0009,27.7114,5.9630
21.4215,14.5694,0.0000,-0.0009,27.6956,6.3164
21.4215,14.5694,0.0000,-0.0009,27.6624,6.6686
21.4215,14.5694,0.0000,-0.0009,27.6129,7.0188
21.4215,14.5695,0.0000,-0.0009,27.5585,7.3683
21.4215,14.5695,0.0000,-0.0008,27.5087,7.7185
21.4216,14.5695,0.0000,-0.0008,27.4344,8.0642
21.4216,14.5696,0.0000,-0.0008,27.3477,8.4072
21.4216,14.5696,0.0000,-0.0008,27.2379,8.7434
21.4216,14.5697,0.0000,-0.0008,27.1195,9.0767
21.4217,14.5697,0.0000,-0.0008,26.9843,9.4037
21.4217,14.5697,0.0000,-0.0008,26.8406,9.7268
21.4217,14.5698,0.0000,-0.0008,26.6837,10.0439
21.4217,14.5698,0.0000,-0.0008,26.5120,10.3531
21.4217,14.5698,0.0000,-0.0008,26.3302,10.6566
21.4218,14.5699,0.0000,-0.0008,26.1334,10.9505
21.4218,14.5699,0.0000,-0.0008,25.9285,11.2388
21.4218,14.5699,0.0000,-0.0008,25.7083,11.5157
21.4218,14.5700,0.0000,-0.0008,25.4805,11.7862
21.4218,14.5700,0.0000,-0.0008,25.2387,12.0445
21.4219,14.5701,0.0000,-0.0008,24.9885,12.2944
21.4219,14.5701,0.0000,-0.0008,24.7269,12.5326
21.4219,14.5701,0.0000,-0.0008,24.4551,12.7589
21.4219,14.5702,0.0000,-0.0008,24.1749,12.9749
21.4219,14.5702,0.0000,-0.0008,23.8835,13.1753
21.4220,14.5702,0.0000,-0.0008,23.5856,13.3660
21.4220,14.5703,0.0000,-0.0008,23.2771,13.5392
21.4220,14.5703,0.0000,-0.0009,22.9675,13.7103
21.4220,14.5703,0.0000,-0.0008,22.6579,13.8815
21.4220,14.5703,0.0000,-0.0008,22.3484,14.0526
21.4221,14.5704,0.0000,-0.0008,22.0388,14.2238
21.4221,14.5704,0.0000,-0.0008,21.7291,14.3948
21.4221,14.5705,0.0000,-0.0008,21.4193,14.5656
21.4221,14.5705,0.0000,-0.0008,21.1096,14.7364
21.4221,14.5705,0.0000,-0.0008,20.7998,14.9072
21.4221,14.5705,0.0000,-0.0008,20.4900,15.0780
21.4222,14.5706,0.0000,-0.0008,20.1802,15.2488
21.4222,14.5706,0.0000,-0.0008,19.8703,15.4194
21.4222,14.5706,0.0000,-0.0008,19.5604,15.5900
21.4222,14.5706,0.0000,-0.0008,19.2505,15.7605
21.4222,14.5707,0.0000,-0.0008,18.9406,15.9311
21.4222,14.5707,0.0000,-0.0009,18.6307,16.1016
21.4222,14.5707,0.0000,-0.0009,18.3207,16.2721
21.4223,14.5707,0.0000,-0.0009,18.0106,16.4424
21.4223,14.5708,0.0000,-0.0009,17.7006,16.6127
21.4223,14.5708,0.0000,-0.0009,17.3906,16.7830
21.4223,14.5708,0.0000,-0.0009,17.0805,16.9534
21.4223,14.5709,0.0000,-0.0009,16.7705,17.1237
21.4224,14.5709,0.0000,-0.0009,16.4603,17.2939
21.4224,14.5709,0.0000,-0.0009,16.1502,17.4640
21.4224,14.5709,0.0000,-0.0009,15.8401,17.6341
21.4224,14.5710,0.0000,-0.0009,15.5299,17.8043
21.4224,14.5710,0.0000,-0.0009,15.2198,17.9744
21.4224,14.5710,0.0000,-0.0008,14.9096,18.1445
21.4225,14.5711,0.0000,-0.0008,14.5994,18.3145
21.4225,14.5711,0.0000,-0.0008,14.2892,18.4845
21.4225,14.5711,0.0000,-0.0008,13.9789,18.6545
21.4225,14.5712,0.0000,-0.0008,13.6687,18.8245
21.4226,14.5712,0.0000,-0.0008,13.3585,18.9945
21.4226,14.5713,0.0000,-0.0008,13.0483,19.1645
21.4226,14.5713,0.0000,-0.0008,12.7380,19.3344
21.4226,14.5713,0.0000,-0.0008,12.4277,19.5043
21.4226,14.5714,0.0000,-0.0008,12.1175,19.6742
21.4227,14.5714,0.0000,-0.0009,11.8072,19.8441
21.4227,14.5714,0.0000,-0.0009,11.4969,20.0141
21.4227,14.5715,0.0000,-0.0009,11.1867,20.1840
21.4227,14.5715,0.0000,-0.0009,10.8764,20.3538
21.4227,14.5715,0.0000,-0.0009,10.5661,20.5237
21.4228,14.5716,0.0000,-0.0009,10.2558,20.6936
21.4228,14.5716,0.0000,-0.0009,9.9455,20.8635
21.4228,14.5716,0.0000,-0.0009,9.6352,21.0333
21.4228,14.5717,0.0000,-0.0009,9.3249,21.2032
21.4228,14.5717,0.0000,-0.0009,9.0147,21.3731
21.4229,14.5717,0.0000,-0.0009,8.7044,21.5430
21.4229,14.5718,0.0000,-0.0009,8.3941,21.7129
21.4229,14.5718,0.0000,-0.0009,8.0838,21.8828
21.4229,14.5719,0.0000,-0.0009,7.7736,22.0528
21.4230,14.5719,0.0000,-0.0009,7.4633,22.2227
21.4230,14.5719,0.0000,-0.0009,7.1531,22.3927
21.4230,14.5719,0.0000,-0.0009,6.8428,22.5626
21.4230,14.5720,0.0000,-0.0009,6.5326,22.7326
21.4230,14.5720,0.0000,-0.0009,6.2224,22.9025
21.4230,14.5720,0.0000,-0.0009,5.9122,23.0726
21.4231,14.5721,0.0000,-0.0009,5.6020,23.2427
21.4231,14.5721,0.0000,-0.0009,5.2918,23.4127
21.4231,14.5722,0.0000,-0.0009,4.9816,23.5828
21.4231,14.5722,0.0000,-0.0009,4.6714,23.7528
21.4232,14.5722,0.0000,-0.0009,4.3613,23.9229
21.4232,14.5722,0.0000,-0.0009,4.0512,24.0932
21.4232,14.5723,0.0000,-0.0009,3.7411,24.2634
21.4232,14.5723,0.0000,-0.0009,3.4310,24.4337
21.4232,14.5724,0.0000,-0.0009,3.1209,24.6039
21.4233,14.5724,0.0000,-0.0009,2.8107,24.7740
21.4233,14.5724,0.0000,-0.0009,2.5055,24.9528
21.4233,14.5724,0.0000,-0.0009,2.1972,25.1263
21.4233,14.5725,0.0000,-0.0009,1.8851,25.2927
21.4233,14.5725,0.0000,-0.0009,1.5686,25.4506
21.4234,14.5726,0.0000,-0.0009,1.2474,25.5990
21.4234,14.5726,0.0000,-0.0009,0.9220,25.7376
21.4234,14.5726,0.0000,-0.0009,0.5927,25.8666
21.4234,14.5727,0.0000,-0.0009,0.2593,25.9849
21.4235,14.5727,0.0000,-0.0009,-0.0789,26.0886
21.4235,14.5728,0.0000,-0.0010,-0.4209,26.1789
21.4235,14.5728,0.0000,-0.0010,-0.7661,26.2560
21.4235,14.5728,0.0000,-0.0010,-1.1142,26.3187
21.4236,14.5729,0.0000,-0.0010,-1.4649,26.3649
21.4236,14.5729,0.0000,-0.0010,-1.8176,26.3917
21.4236,14.5730,0.0000,-0.0010,-2.1713,26.3921
21.4236,14.5730,0.0000,-0.0010,-2.5242,26.3684
21.4237,14.5731,0.0000,-0.0010,-2.8751,26.3235
21.4237,14.5731,0.0000,-0.0010,-3.2246,26.2690
21.4237,14.5731,0.0000,-0.0010,-3.5653,26.1742
21.4237,14.5731,0.0000,-0.0010,-3.9031,26.0693
21.4237,14.5732,0.0000,-0.0010,-4.2304,25.9355
21.4238,14.5732,0.0000,-0.0010,-4.5490,25.7818
21.4238,14.5733,0.0000,-0.0010,-4.8586,25.6110
21.4238,14.5733,0.0000,-0.0010,-5.1521,25.4136
21.4238,14.5734,0.0000,-0.0010,-5.4389,25.2067
21.4239,14.5734,0.0000,-0.0010,-5.7034,24.9718
21.4239,14.5734,0.0000,-0.0010,-5.9591,24.7273
21.4239,14.5735,0.0000,-0.0010,-6.1893,24.4588
21.4239,14.5735,0.0000,-0.0010,-6.4092,24.1818
21.4240,14.5735,0.0000,-0.0010,-6.6146,23.8939
21.4240,14.5736,0.0000,-0.0010,-6.8072,23.5972
21.4240,14.5736,0.0000,-0.0010,-6.9932,23.2964
21.4240,14.5737,0.0000,-0.0010,-7.1571,22.9829
21.4241,14.5737,0.0000,-0.0010,-7.3188,22.6683
21.4241,14.5738,0.0000,-0.0011,-7.4565,22.3425
21.4241,14.5738,0.0000,-0.0011,-7.5901,22.0150
21.4241,14.5738,0.0000,-0.0011,-7.7040,21.6802
21.4241,14.5739,0.0000,-0.0011,-7.8057,21.3413
21.4242,14.5739,0.0000,-0.0011,-7.8945,20.9990
21.4242,14.5739,0.0000,-0.0011,-7.9624,20.6518
21.4242,14.5740,0.0000,-0.0011,-8.0236,20.3035
21.4242,14.5740,0.0000,-0.0011,-8.0585,19.9515
21.4242,14.5740,0.0000,-0.0011,-8.0886,19.5990
21.4243,14.5741,0.0000,-0.0011,-8.1004,19.2455
21.4243,14.5741,0.0000,-0.0011,-8.1037,18.8917
21.4243,14.5742,0.0000,-0.0011,-8.1072,18.5380
21.4244,14.5742,0.0000,-0.0011,-8.1103,18.1843
21.4244,14.5742,0.0000,-0.0011,-8.1126,17.8305
21.4244,14.5743,0.0000,-0.0011,-8.1150,17.4768
21.4244,14.5743,0.0000,-0.0011,-8.1172,17.1231
21.4245,14.5744,0.0000,-0.0011,-8.1188,16.7693
21.4245,14.5744,0.0000,-0.0011,-8.1202,16.4156
21.4245,14.5744,0.0000,-0.0011,-8.1216,16.0618
21.4245,14.5745,0.0000,-0.0011,-8.1225,15.7081
21.4246,14.5745,0.0000,-0.0011,-8.1232,15.3543
21.4246,14.5746,0.0000,-0.0011,-8.1239,15.0006
21.4246,14.5746,0.0000,-0.0011,-8.1243,14.6469
21.4246,14.5746,0.0000,-0.0011,-8.1244,14.2931
21.4246,14.5747,0.0000,-0.0011,-8.1245,13.9394
21.4247,14.5747,0.0000,-0.0011,-8.1245,13.5856
21.4247,14.5748,0.0000,-0.0011,-8.1242,13.2319
21.4247,14.5748,0.0000,-0.0011,-8.1239,12.8781
21.4247,14.5748,0.0000,-0.0011,-8.1235,12.5244
21.4248,14.5749,0.0000,-0.0011,-8.1230,12.1706
21.4248,14.5749,0.0000,-0.0011,-8.1224,11.8169
21.4248,14.5749,0.0000,-0.0011,-8.1218,11.4631
21.4249,14.5750,0.0000,-0.0011,-8.1212,11.1094
21.4249,14.5750,0.0000,-0.0011,-8.1205,10.7556
21.4249,14.5751,0.0000,-0.0011,-8.1198,10.4019
21.4249,14.5751,0.0000,-0.0011,-8.1192,10.0482
21.4249,14.5751,0.0000,-0.0011,-8.1186,9.6944
21.4250,14.5752,0.0000,-0.0011,-8.1180,9.3407
21.4250,14.5752,0.0000,-0.0011,-8.1174,8.9869
21.4250,14.5753,0.0000,-0.0011,-8.1170,8.6332
21.4251,14.5753,0.0000,-0.0011,-8.1167,8.2794
21.4251,14.5753,0.0000,-0.0011,-8.1164,7.9257
21.4251,14.5754,0.0000,-0.0011,-8.1162,7.5719
21.4251,14.5754,0.0000,-0.0011,-8.1163,7.2182
21.4251,14.5755,0.0000,-0.0011,-8.1165,6.8644
21.4252,14.5755,0.0000,-0.0011,-8.1166,6.5107
21.4252,14.5756,0.0000,-0.0011,-8.1173,6.1569
21.4252,14.5756,0.0000,-0.0011,-8.1181,5.8032
21.4252,14.5756,0.0000,-0.0011,-8.1191,5.4494
21.4253,14.5757,0.0000,-0.0011,-8.1138,5.0958
21.4253,14.5757,0.0000,-0.0011,-8.0996,4.7423
21.4253,14.5757,0.0000,-0.0011,-8.0705,4.3898
21.4253,14.5758,0.0000,-0.0011,nan,nan
21.4254,14.5758,0.0000,-0.0011,nan,nan
21.4254,14.5758,0.0000,-0.0011,nan,nan
21.4254,14.5759,0.0000,-0.0011,nan,nan
21.4254,14.5759,0.0000,-0.0011,nan,nan
21.4255,14.5760,0.0000,-0.0011,nan,nan
21.4255,14.5760,0.0000,-0.0011,nan,nan
21.4255,14.5761,0.0000,-0.0011,nan,nan
21.4256,14.5761,0.0000,-0.0011,nan,nan
21.4256,14.5762,0.0000,-0.0011,nan,nan
21.4256,14.5762,0.0000,-0.0011,nan,nan
21.4257,14.5763,0.0000,-0.0011,nan,nan
21.4257,14.5763,0.0000,-0.0011,nan,nan
21.4257,14.5764,0.0000,-0.0011,nan,nan
21.4257,14.5764,0.0000,-0.0011,nan,nan
21.4258,14.5765,0.0000,-0.0011,nan,nan
21.4258,14.5765,0.0000,-0.0011,nan,nan
21.4258,14.5766,0.0000,-0.0011,nan,nan
21.4259,14.5766,0.0000,-0.0011,nan,nan
21.4259,14.5766,0.0000,-0.0011,nan,nan
21.4259,14.5767,0.0000,-0.0011,nan,nan
21.4259,14.5767,0.0000,-0.0011,nan,nan
21.4260,14.5767,0.0000,-0.0011,nan,nan
21.4260,14.5767,0.0000,-0.0011,nan,nan
21.4260,14.5768,0.0000,-0.0011,nan,nan
21.4260,14.5768,0.0000,-0.0011,nan,nan
21.4260,14.5769,0.0000,-0.0011,nan,nan
21.4260,14.5769,0.0000,-0.0011,nan,nan
21.4261,14.5769,0.0000,-0.0011,nan,nan
21.4261,14.5770,0.0000,-0.0011,nan,nan
21.4261,14.5770,0.0000,-0.0011,nan,nan
21.4261,14.5770,0.0000,-0.0011,nan,nan
21.4262,14.5771,0.0000,-0.0011,nan,nan
21.4262,14.5771,0.0000,-0.0011,nan,nan
21.4262,14.5771,0.0000,-0.0011,nan,nan
21.4262,14.5772,0.0000,-0.0011,nan,nan
21.4263,14.5772,0.0000,-0.0011,nan,nan
21.4263,14.5773,0.0000,-0.0011,nan,nan
21.4263,14.5773,0.0000,-0.0011,nan,nan
21.4264,14.5774,0.0000,-0.0011,nan,nan
21.4264,14.5774,0.0000,-0.0011,nan,nan
21.4264,14.5775,0.0000,-0.0011,nan,nan
21.4264,14.5775,0.0000,-0.0011,nan,nan
21.4265,14.5775,0.0000,-0.0011,nan,nan
21.4265,14.5776,0.0000,-0.0011,nan,nan
21.4265,14.5776,0.0000,-0.0011,nan,nan
21.4266,14.5777,0.0000,-0.0011,nan,nan
21.4266,14.5777,0.0000,-0.0012,nan,nan
21.4266,14.5778,0.0000,-0.0012,nan,nan
21.4267,14.5778,0.0000,-0.0012,nan,nan
21.4267,14.5779,0.0000,-0.0012,nan,nan
21.4267,14.5779,0.0000,-0.0012,nan,nan
21.4267,14.5779,0.0000,-0.0012,nan,nan
21.4268,14.5780,0.0000,-0.0012,nan,nan
21.4268,14.5780,0.0000,-0.0012,nan,nan
21.4268,14.5781,0.0000,-0.0012,nan,nan
21.4269,14.5781,0.0000,-0.0012,nan,nan
21.4269,14.5782,0.0000,-0.0012,nan,nan
21.4269,14.5782,0.0000,-0.0012,nan,nan
21.4269,14.5783,0.0000,-0.0012,nan,nan
21.4270,14.5783,0.0000,-0.0012,nan,nan
21.4270,14.5784,0.0000,-0.0012,nan,nan
21.4270,14.5784,0.0000,-0.0012,nan,nan
21.4271,14.5785,0.0000,-0.0012,nan,nan
21.4271,14.5785,0.0000,-0.0012,nan,nan
21.4271,14.5786,0.0000,-0.0012,nan,nan
21.4272,14.5786,0.0000,-0.0012,nan,nan
21.4272,14.5787,0.0000,-0.0012,nan,nan
21.4272,14.5787,0.0000,-0.0012,nan,nan
21.4273,14.5788,0.0000,-0.0012,nan,nan
21.4273,14.5788,0.0000,-0.0012,nan,nan
21.4274,14.5789,0.0000,-0.0012,nan,nan
21.4274,14.5789,0.0000,-0.0012,nan,nan
21.4274,14.5790,0.0000,-0.0012,nan,nan
21.4275,14.5790,0.0000,-0.0012,nan,nan
21.4275,14.5791,0.0000,-0.0012,nan,nan
21.4275,14.5792,0.0000,-0.0012,nan,nan
21.4276,14.5792,0.0000,-0.0012,nan,nan
21.4276,14.5793,0.0000,-0.0012,nan,nan
21.4276,14.5793,0.0000,-0.0012,nan,nan
21.4277,14.5794,0.0000,-0.0013,nan,nan
21.4277,14.5794,0.0000,-0.0013,nan,nan
21.4277,14.5795,0.0000,-0.0013,nan,nan
21.4278,14.5795,0.0000,-0.0013,nan,nan
21.4278,14.5796,0.0000,-0.0013,nan,nan
21.4278,14.5796,0.0000,-0.0013,nan,nan
21.4279,14.5797,0.0000,-0.0013,nan,nan
21.4279,14.5797,0.0000,-0.0013,nan,nan
21.4279,14.5798,0.0000,-0.0013,nan,nan
21.4280,14.5798,0.0000,-0.0013,nan,nan
21.4280,14.5799,0.0000,-0.0013,nan,nan
21.4280,14.5799,0.0000,-0.0013,nan,nan
21.4281,14.5800,0.0000,-0.0013,nan,nan
21.4281,14.5800,0.0000,-0.0013,nan,nan
21.4281,14.5801,0.0000,-0.0013,nan,nan
21.4282,14.5802,0.0000,-0.0013,nan,nan
21.4282,14.5802,0.0000,-0.0013,nan,nan
21.4283,14.5803,0.0000,-0.0013,nan,nan
21.4283,14.5803,0.0000,-0.0012,nan,nan
21.4283,14.5804,0.0000,-0.0012,nan,nan
21.4284,14.5804,0.0000,-0.0012,nan,nan
21.4284,14.5805,0.0000,-0.0012,nan,nan
21.4284,14.5805,0.0000,-0.0012,nan,nan
21.4285,14.5806,0.0000,-0.0012,nan,nan
21.4285,14.5806,0.0000,-0.0012,nan,nan
21.4285,14.5807,0.0000,-0.0012,nan,nan
21.4286,14.5807,0.0000,-0.0012,nan,nan
21.4286,14.5808,0.0000,-0.0012,nan,nan
21.4286,14.5808,0.0000,-0.0012,nan,nan
21.4287,14.5809,0.0000,-0.0012,nan,nan
21.4287,14.5809,0.0000,-0.0012,nan,nan
21.4287,14.5810,0.0000,-0.0012,nan,nan
21.4288,14.5810,0.0000,-0.0012,nan,nan
21.4288,14.5811,0.0000,-0.0012,nan,nan
21.4288,14.5811,0.0000,-0.0012,nan,nan
21.4288,14.5811,0.0000,-0.0012,nan,nan
21.4289,14.5812,0.0000,-0.0012,nan,nan
21.4289,14.5812,0.0000,-0.0012,nan,nan
21.4289,14.5813,0.0000,-0.0012,nan,nan
21.4290,14.5813,0.0000,-0.0012,nan,nan
21.4290,14.5814,0.0000,-0.0012,nan,nan
21.4290,14.5814,0.0000,-0.0012,nan,nan
21.4291,14.5815,0.0000,-0.0012,nan,nan
21.4291,14.5815,0.0000,-0.0012,nan,nan
21.4291,14.5816,0.0000,-0.0012,nan,nan
21.4292,14.5816,0.0000,-0.0012,nan,nan
21.4292,14.5817,0.0000,-0.0012,nan,nan
21.4292,14.5817,0.0000,-0.0012,nan,nan
21.4293,14.5818,0.0000,-0.0012,nan,nan
21.4293,14.5818,0.0000,-0.0012,nan,nan
21.4293,14.5819,0.0000,-0.0012,nan,nan
21.4294,14.5819,0.0000,-0.0012,nan,nan
21.4294,14.5820,0.0000,-0.0012,nan,nan
21.4294,14.5820,0.0000,-0.0012,nan,nan
21.4294,14.5820,0.0000,-0.0012,nan,nan
21.4295,14.5821,0.0000,-0.0012,nan,nan
21.4295,14.5821,0.0000,-0.0012,nan,nan
21.4295,14.5821,0.0000,-0.0012,nan,nan
21.4295,14.5822,0.0000,-0.0012,nan,nan
21.4296,14.5822,0.0000,-0.0012,nan,nan
21.4296,14.5823,0.0000,-0.0012,nan,nan
21.4296,14.5823,0.0000,-0.0012,nan,nan
21.4297,14.5823,0.0000,-0.0012,nan,nan
21.4297,14.5824,0.0000,-0.0012,nan,nan
21.4297,14.5824,0.0000,-0.0012,nan,nan
21.4297,14.5825,0.0000,-0.0012,nan,nan
21.4298,14.5825,0.0000,-0.0012,nan,nan
21.4298,14.5826,0.0000,-0.0012,nan,nan
21.4298,14.5826,0.0000,-0.0012,nan,nan
21.4299,14.5827,0.0000,-0.0012,nan,nan
21.4299,14.5827,0.0000,-0.0012,nan,nan
21.4299,14.5827,0.0000,-0.0012,nan,nan
21.4300,14.5828,0.0000,-0.0012,nan,nan
21.4300,14.5828,0.0000,-0.0012,nan,nan
21.4300,14.5829,0.0000,-0.0012,nan,nan
21.4301,14.5829,0.0000,-0.0012,nan,nan
21.4301,14.5830,0.0000,-0.0012,nan,nan
21.4301,14.5830,0.0000,-0.0012,nan,nan
21.4301,14.5830,0.0000,-0.0012,nan,nan
21.4302,14.5831,0.0000,-0.0012,nan,nan
21.4302,14.5831,0.0000,-0.0012,nan,nan
21.4302,14.5832,0.0000,-0.0012,nan,nan
21.4303,14.5832,0.0000,-0.0012,nan,nan
21.4303,14.5833,0.0000,-0.0012,nan,nan
21.4304,14.5833,0.0000,-0.0012,nan,nan
