X,Y,Vx,VY,Xref,Yref
11.5831,-1.1284,0.0019,0.0016,nan,nan
11.5832,-1.1283,0.0019,0.0016,nan,nan
11.5833,-1.1282,0.0019,0.0016,nan,nan
11.5834,-1.1281,0.0019,0.0016,nan,nan
11.5835,-1.1280,0.0019,0.0016,nan,nan
11.5835,-1.1279,0.0019,0.0016,nan,nan
11.5836,-1.1278,0.0019,0.0016,nan,nan
11.5837,-1.1277,0.0019,0.0016,nan,nan
11.5838,-1.1276,0.0019,0.0016,nan,nan
11.5839,-1.1275,0.0019,0.0016,nan,nan
11.5840,-1.1274,0.0019,0.0016,nan,nan
11.5841,-1.1273,0.0019,0.0016,nan,nan
11.5842,-1.1272,0.0019,0.0016,nan,nan
11.5843,-1.1271,0.0019,0.0016,nan,nan
11.5843,-1.1270,0.0019,0.0016,nan,nan
11.5844,-1.1269,0.0019,0.0016,nan,nan
11.5845,-1.1268,0.0019,0.0016,nan,nan
11.5846,-1.1267,0.0019,0.0016,nan,nan
11.5847,-1.1266,0.0019,0.0016,nan,nan
11.5847,-1.1265,0.0019,0.0016,nan,nan
11.5848,-1.1265,0.0019,0.0016,nan,nan
11.5849,-1.1263,0.0019,0.0016,nan,nan
11.5850,-1.1263,0.0019,0.0016,nan,nan
11.5851,-1.1262,0.0019,0.0016,nan,nan
11.5852,-1.1261,0.0019,0.0016,nan,nan
11.5852,-1.1260,0.0019,0.0016,nan,nan
11.5853,-1.1259,0.0019,0.0016,nan,nan
11.5854,-1.1258,0.0019,0.0016,nan,nan
11.5855,-1.1257,0.0019,0.0016,nan,nan
11.5856,-1.1256,0.0019,0.0016,nan,nan
11.5856,-1.1255,0.0019,0.0016,nan,nan
11.5857,-1.1254,0.0019,0.0016,nan,nan
11.5858,-1.1253,0.0019,0.0016,nan,nan
11.5859,-1.1253,0.0019,0.0016,nan,nan
11.5860,-1.1252,0.0019,0.0016,nan,nan
11.5860,-1.1251,0.0019,0.0016,nan,nan
11.5861,-1.1250,0.0019,0.0016,nan,nan
11.5861,-1.1250,0.0019,0.0016,nan,nan
11.5862,-1.1249,0.0019,0.0016,nan,nan
11.5863,-1.1248,0.0019,0.0016,nan,nan
11.5864,-1.1247,0.0019,0.0016,nan,nan
11.5865,-1.1246,0.0019,0.0016,nan,nan
11.5865,-1.1245,0.0019,0.0016,nan,nan
11.5866,-1.1244,0.0019,0.0016,nan,nan
11.5867,-1.1243,0.0019,0.0016,nan,nan
11.5868,-1.1242,0.0019,0.0016,nan,nan
11.5869,-1.1241,0.0019,0.0016,nan,nan
11.5870,-1.1240,0.0019,0.0016,nan,nan
11.5871,-1.1239,0.0019,0.0016,nan,nan
11.5872,-1.1238,0.0019,0.0016,nan,nan
11.5873,-1.1237,0.0019,0.0016,nan,nan
11.5873,-1.1236,0.0019,0.0016,nan,nan
11.5874,-1.1235,0.0019,0.0016,nan,nan
11.5875,-1.1234,0.0019,0.0016,nan,nan
11.5876,-1.1233,0.0019,0.0016,nan,nan
11.5877,-1.1232,0.0019,0.0016,nan,nan
11.5877,-1.1231,0.0019,0.0016,nan,nan
11.5878,-1.1230,0.0019,0.0016,nan,nan
11.5879,-1.1229,0.0019,0.0016,nan,nan
11.5880,-1.1228,0.0019,0.0016,nan,nan
11.5881,-1.1227,0.0019,0.0016,nan,nan
11.5881,-1.1226,0.0019,0.0016,nan,nan
11.5882,-1.1226,0.0019,0.0016,nan,nan
11.5883,-1.1225,0.0019,0.0016,nan,nan
11.5884,-1.1224,0.0019,0.0016,nan,nan
11.5885,-1.1223,0.0019,0.0016,nan,nan
11.5885,-1.1222,0.0019,0.0016,nan,nan
11.5886,-1.1221,0.0019,0.0016,nan,nan
11.5887,-1.1220,0.0019,0.0016,nan,nan
11.5888,-1.1219,0.0019,0.0016,nan,nan
11.5889,-1.1218,0.0019,0.0016,nan,nan
11.5889,-1.1217,0.0019,0.0016,nan,nan
11.5890,-1.1216,0.0019,0.0016,nan,nan
11.5891,-1.1215,0.0019,0.0016,nan,nan
11.5892,-1.1214,0.0019,0.0016,nan,nan
11.5893,-1.1213,0.0019,0.0016,nan,nan
11.5894,-1.1212,0.0019,0.0016,nan,nan
11.5894,-1.1211,0.0019,0.0016,nan,nan
11.5895,-1.1210,0.0019,0.0016,nan,nan
11.5896,-1.1209,0.0019,0.0016,nan,nan
11.5897,-1.1208,0.0019,0.0016,nan,nan
11.5898,-1.1207,0.0019,0.0016,nan,nan
11.5899,-1.1206,0.0019,0.0016,nan,nan
11.5899,-1.1205,0.0019,0.0016,nan,nan
11.5900,-1.1204,0.0019,0.0016,nan,nan
11.5901,-1.1203,0.0019,0.0016,nan,nan
11.5902,-1.1202,0.0019,0.0016,nan,nan
11.5903,-1.1201,0.0019,0.0016,nan,nan
11.5904,-1.1200,0.0019,0.0016,nan,nan
11.5904,-1.1200,0.0019,0.0016,nan,nan
11.5905,-1.1198,0.0019,0.0016,nan,nan
11.5906,-1.1197,0.0019,0.0016,nan,nan
11.5907,-1.1196,0.0019,0.0016,nan,nan
11.5908,-1.1195,0.0019,0.0016,nan,nan
11.5908,-1.1195,0.0019,0.0016,nan,nan
11.5909,-1.1194,0.0019,0.0016,nan,nan
11.5910,-1.1193,0.0019,0.0016,nan,nan
11.5911,-1.1192,0.0019,0.0016,nan,nan
11.5912,-1.1191,0.0019,0.0016,nan,nan
11.5912,-1.1190,0.0019,0.0016,nan,nan
11.5913,-1.1189,0.0019,0.0016,nan,nan
11.5914,-1.1188,0.0019,0.0016,nan,nan
11.5915,-1.1187,0.0019,0.0016,nan,nan
11.5916,-1.1186,0.0019,0.0016,nan,nan
11.5917,-1.1185,0.0019,0.0016,nan,nan
11.5917,-1.1184,0.0019,0.0016,nan,nan
11.5918,-1.1183,0.0019,0.0016,nan,nan
11.5919,-1.1181,0.0019,0.0016,nan,nan
11.5920,-1.1180,0.0019,0.0016,nan,nan
11.5921,-1.1179,0.0019,0.0016,nan,nan
11.5922,-1.1178,0.0019,0.0016,nan,nan
11.5922,-1.1177,0.0019,0.0016,nan,nan
11.5923,-1.1177,0.0019,0.0016,nan,nan
11.5924,-1.1176,0.0019,0.0016,nan,nan
11.5925,-1.1175,0.0019,0.0016,nan,nan
11.5926,-1.1174,0.0019,0.0016,nan,nan
11.5926,-1.1173,0.0019,0.0016,nan,nan
